Title_id,Age,IMDb,Rotten_tomatoes
11151,,6.5,100%
11152,18+,7.0,67%
11153,13+,6.0,26%
11154,,6.9,90%
11155,13+,7.4,81%
11156,,6.7,86%
11157,,6.8,100%
11158,18+,7.4,
11159,13+,6.3,61%
11160,,6.2,86%
11161,18+,7.0,53%
11162,18+,6.6,83%
11163,,6.8,94%
11164,18+,6.2,100%
11165,,6.5,75%
11166,18+,6.5,79%
11167,13+,7.1,50%
11168,18+,5.8,100%
11169,,6.8,82%
11170,18+,6.8,80%
11171,,6.5,90%
11172,18+,6.8,69%
11173,13+,6.4,28%
11174,,6.9,86%
11175,16+,4.5,100%
11176,,6.9,55%
11177,18+,6.4,83%
11178,,7.4,80%
11179,,6.4,100%
11180,18+,6.5,55%
11181,18+,6.2,56%
11182,,7.2,77%
11183,16+,7.0,80%
11184,,7.1,50%
11185,13+,6.8,89%
11186,,7.2,91%
11187,,6.3,73%
11188,,7.3,
11189,,6.7,90%
11190,,7.7,88%
11191,7+,6.9,33%
11192,7+,6.7,92%
11193,,7.6,100%
11194,,6.1,49%
11195,,6.3,88%
11196,,5.8,91%
11197,16+,6.5,91%
11198,7+,6.9,40%
11199,18+,6.3,92%
11200,,7.7,100%
11201,18+,6.2,34%
11202,,7.0,92%
11203,7+,7.2,67%
11204,18+,6.5,57%
11205,,7.6,89%
11206,18+,5.8,64%
11207,,7.6,91%
11208,,5.4,86%
11209,,6.8,97%
11210,,6.8,90%
11211,13+,6.2,80%
11212,18+,5.8,88%
11213,18+,6.0,80%
11214,18+,6.6,73%
11215,,7.6,
11216,,6.9,82%
11217,,6.6,100%
11218,13+,7.7,
11219,,8.6,
11220,,6.4,83%
11221,,6.4,84%
11222,,6.8,100%
11223,13+,7.3,88%
11224,7+,6.2,49%
11225,,7.2,86%
11226,13+,7.7,100%
11227,,7.7,91%
11228,18+,6.3,54%
11229,,7.1,40%
11230,13+,6.4,94%
11231,,6.3,75%
11232,18+,5.7,70%
11233,18+,5.7,56%
11234,13+,8.4,
11235,18+,6.0,45%
11236,7+,6.6,57%
11237,13+,6.3,50%
11238,18+,8.2,
11239,,7.5,100%
11240,18+,6.7,86%
11241,18+,6.0,65%
11242,18+,6.4,94%
11243,,5.2,92%
11244,18+,6.4,80%
11245,18+,6.4,50%
11246,,6.5,90%
11247,13+,6.4,88%
11248,18+,6.0,75%
11249,,6.6,91%
11250,,6.6,69%
11251,,6.3,97%
11252,,5.4,100%
11253,18+,6.0,79%
11254,,8.7,
11255,,7.4,86%
11256,,6.8,50%
11257,,6.6,87%
11258,,6.4,88%
11259,7+,7.0,75%
11260,18+,6.9,30%
11261,7+,7.0,40%
11262,18+,6.4,57%
11263,13+,6.2,32%
11264,,6.0,90%
11265,18+,7.0,68%
11266,18+,6.6,63%
11267,16+,6.8,94%
11268,13+,6.6,48%
11269,,7.1,60%
11270,,6.8,82%
11271,18+,5.7,67%
11272,18+,7.1,78%
11273,,6.7,70%
11274,,6.8,71%
11275,18+,6.1,40%
11276,18+,6.9,54%
11277,18+,6.2,54%
11278,18+,6.1,67%
11279,,5.3,92%
11280,7+,6.5,43%
11281,18+,6.1,63%
11282,,6.6,57%
11283,13+,5.7,68%
11284,13+,6.8,82%
11285,all,6.6,41%
11286,18+,6.2,90%
11287,,7.1,100%
11288,,4.4,89%
11289,,8.0,88%
11290,18+,6.9,64%
11291,,6.3,85%
11292,,6.2,100%
11293,,8.7,
11294,18+,6.4,52%
11295,,6.8,88%
11296,,6.8,83%
11297,,6.8,100%
11298,18+,6.9,83%
11299,13+,6.4,76%
11300,,6.6,100%
11301,13+,6.5,43%
11302,18+,6.2,37%
11303,13+,7.6,90%
11304,18+,6.6,55%
11305,,7.3,88%
11306,,4.9,88%
11307,18+,6.3,100%
11308,,6.7,91%
11309,13+,6.9,43%
11310,,6.3,100%
11311,18+,6.8,37%
11312,,7.1,78%
11313,13+,6.6,27%
11314,,6.1,100%
11315,,7.2,82%
11316,,7.5,100%
11317,,7.0,94%
11318,18+,6.1,88%
11319,7+,6.5,83%
11320,,5.5,80%
11321,18+,6.1,77%
11322,7+,8.4,80%
11323,,6.9,100%
11324,13+,8.0,
11325,7+,6.6,86%
11326,,6.7,100%
11327,,7.7,100%
11328,13+,6.1,60%
11329,,5.4,67%
11330,13+,6.7,46%
11331,,7.3,
11332,13+,7.7,37%
11333,18+,5.5,83%
11334,13+,7.2,
11335,18+,6.5,93%
11336,,7.1,80%
11337,,6.5,100%
11338,18+,7.1,40%
11339,18+,6.0,69%
11340,,7.9,64%
11341,,6.3,100%
11342,18+,8.6,
11343,18+,8.4,
11344,18+,6.2,40%
11345,18+,5.9,14%
11346,18+,6.8,50%
11347,13+,6.2,37%
11348,18+,6.5,59%
11349,all,7.0,57%
11350,13+,6.9,91%
11351,7+,7.2,89%
11352,18+,6.9,80%
11353,18+,6.2,86%
11354,,7.3,80%
11355,,7.3,100%
11356,,6.8,72%
11357,13+,6.8,56%
11358,,6.9,56%
11359,,4.9,100%
11360,,7.1,
11361,18+,6.8,58%
11362,,5.2,86%
11363,,5.8,67%
11364,13+,6.1,72%
11365,,6.9,80%
11366,13+,6.7,80%
11367,18+,8.4,
11368,,6.3,29%
11369,,7.3,100%
11370,all,7.5,
11371,,7.4,64%
11372,,6.7,43%
11373,,7.2,50%
11374,18+,6.4,53%
11375,,5.1,81%
11376,16+,8.2,
11377,all,6.7,67%
11378,7+,7.1,75%
11379,18+,6.3,44%
11380,18+,6.2,64%
11381,13+,6.5,32%
11382,18+,6.3,26%
11383,18+,6.8,72%
11384,,8.2,
11385,7+,6.6,100%
11386,,7.4,82%
11387,18+,5.8,74%
11388,,6.9,91%
11389,,6.2,44%
11390,,6.6,82%
11391,18+,6.4,41%
11392,7+,6.2,71%
11393,all,6.9,62%
11394,13+,7.0,73%
11395,,7.2,37%
11396,,7.3,86%
11397,18+,6.2,89%
11398,,7.4,
11399,,7.7,93%
11400,,5.5,73%
11401,,6.4,100%
11402,,6.9,88%
11403,7+,7.6,81%
11404,,6.3,82%
11405,18+,5.5,80%
11406,,6.9,80%
11407,,4.9,75%
11408,18+,6.0,68%
11409,18+,7.4,
11410,,6.4,88%
11411,,5.7,63%
11412,7+,6.6,71%
11413,,7.1,85%
11414,13+,8.0,
11415,,7.2,80%
11416,18+,6.3,69%
11417,all,7.3,90%
11418,18+,6.6,32%
11419,,6.8,86%
11420,,5.4,100%
11421,,7.1,83%
11422,7+,5.8,83%
11423,,7.3,77%
11424,18+,5.6,35%
11425,,7.3,76%
11426,,5.7,67%
11427,,6.2,75%
11428,,7.3,75%
11429,,6.9,
11430,7+,8.1,
11431,13+,4.5,63%
11432,18+,6.1,32%
11433,,6.7,83%
11434,,6.9,79%
11435,,6.7,80%
11436,,6.8,71%
11437,,7.1,85%
11438,18+,6.1,80%
11439,18+,7.9,
11440,18+,6.1,65%
11441,,6.8,67%
11442,,7.0,89%
11443,,6.4,87%
11444,18+,6.5,90%
11445,18+,6.7,78%
11446,,7.7,92%
11447,18+,6.2,78%
11448,,6.5,53%
11449,16+,4.7,90%
11450,13+,6.3,75%
11451,18+,5.1,86%
11452,18+,5.7,69%
11453,,7.2,
11454,,6.6,38%
11455,,6.7,100%
11456,13+,6.4,50%
11457,,7.2,100%
11458,18+,5.6,88%
11459,,6.2,100%
11460,all,7.2,
11461,,8.2,
11462,,7.8,100%
11463,18+,6.6,80%
11464,,7.5,
11465,7+,7.7,
11466,18+,5.8,43%
11467,,5.5,85%
11468,7+,6.7,43%
11469,,6.7,88%
11470,13+,6.2,45%
11471,7+,6.8,67%
11472,,7.2,75%
11473,,5.9,68%
11474,,7.3,88%
11475,18+,6.2,60%
11476,13+,5.3,50%
11477,7+,6.1,29%
11478,,6.5,96%
11479,,6.0,63%
11480,18+,6.9,57%
11481,,6.6,86%
11482,,7.2,60%
11483,13+,6.3,83%
11484,13+,7.2,
11485,7+,6.2,88%
11486,16+,6.2,75%
11487,,5.8,80%
11488,18+,5.5,69%
11489,18+,6.4,65%
11490,18+,6.9,48%
11491,18+,6.0,18%
11492,,6.6,69%
11493,,5.4,61%
11494,18+,5.6,56%
11495,,5.3,81%
11496,,8.1,
11497,18+,6.1,70%
11498,7+,6.8,100%
11499,,7.3,89%
11500,16+,4.2,100%
11501,18+,6.2,30%
11502,,6.8,67%
11503,18+,6.5,81%
11504,,6.7,57%
11505,18+,6.2,60%
11506,18+,6.2,25%
11507,7+,6.3,80%
11508,,7.4,82%
11509,18+,6.4,57%
11510,13+,6.2,80%
11511,7+,8.1,
11512,13+,6.6,69%
11513,,7.6,88%
11514,18+,5.6,62%
11515,18+,6.6,39%
11516,18+,5.5,100%
11517,,8.5,
11518,,6.7,64%
11519,,7.7,80%
11520,,7.1,57%
11521,,6.9,85%
11522,7+,6.3,60%
11523,,6.8,33%
11524,18+,5.7,56%
11525,,6.2,67%
11526,,6.6,78%
11527,,6.6,70%
11528,,7.1,92%
11529,,5.5,67%
11530,,8.2,
11531,13+,5.8,50%
11532,,7.3,
11533,18+,8.3,
11534,,6.2,76%
11535,,6.4,62%
11536,7+,6.3,27%
11537,13+,6.3,83%
11538,13+,6.7,55%
11539,all,6.1,44%
11540,13+,6.5,66%
11541,,6.5,82%
11542,18+,5.7,43%
11543,,8.7,
11544,all,8.1,
11545,16+,6.9,
11546,18+,6.5,61%
11547,18+,7.2,88%
11548,18+,6.8,38%
11549,13+,6.5,47%
11550,18+,6.3,89%
11551,,7.7,82%
11552,18+,6.7,59%
11553,7+,5.5,67%
11554,18+,6.1,58%
11555,16+,6.9,57%
11556,18+,6.2,86%
11557,,7.9,
11558,,6.8,
11559,16+,5.2,45%
11560,,7.1,62%
11561,18+,6.4,76%
11562,,7.2,69%
11563,,7.7,86%
11564,7+,6.5,47%
11565,18+,5.8,74%
11566,,4.0,67%
11567,,7.6,100%
11568,18+,6.1,62%
11569,18+,6.3,31%
11570,all,6.5,100%
11571,18+,6.8,67%
11572,,8.1,86%
11573,,6.3,64%
11574,18+,5.8,83%
11575,18+,5.7,40%
11576,18+,6.8,64%
11577,,6.5,96%
11578,18+,6.5,80%
11579,,6.9,60%
11580,18+,6.2,21%
11581,18+,6.8,75%
11582,18+,4.8,69%
11583,7+,5.7,16%
11584,13+,7.0,69%
11585,,6.3,80%
11586,,5.9,58%
11587,13+,7.3,
11588,,6.3,79%
11589,,7.3,73%
11590,,6.5,63%
11591,,6.0,90%
11592,18+,6.4,62%
11593,,7.1,83%
11594,,6.1,93%
11595,18+,6.4,27%
11596,,7.1,77%
11597,,6.0,92%
11598,7+,6.4,71%
11599,13+,6.5,36%
11600,,7.5,
11601,,7.6,
11602,,6.8,
11603,,7.5,100%
11604,,7.4,
11605,,7.1,82%
11606,18+,6.1,45%
11607,,6.4,80%
11608,,6.7,83%
11609,7+,7.4,
11610,,6.4,100%
11611,all,7.1,85%
11612,,5.6,84%
11613,13+,5.3,78%
11614,18+,5.3,80%
11615,13+,7.3,82%
11616,7+,7.7,
11617,,8.1,
11618,,7.5,50%
11619,,6.4,45%
11620,13+,6.2,83%
11621,,5.5,88%
11622,,7.2,
11623,13+,7.4,
11624,,5.5,71%
11625,7+,6.4,60%
11626,18+,5.2,40%
11627,18+,6.1,83%
11628,,6.8,
11629,18+,6.0,77%
11630,,6.7,42%
11631,,7.8,
11632,18+,5.7,47%
11633,13+,6.2,33%
11634,,6.0,49%
11635,,7.0,92%
11636,,6.9,57%
11637,18+,5.1,100%
11638,,5.5,56%
11639,18+,5.3,20%
11640,,7.0,92%
11641,13+,6.3,70%
11642,,7.1,
11643,18+,5.4,34%
11644,,7.9,
11645,18+,6.5,45%
11646,18+,5.0,80%
11647,,7.2,100%
11648,13+,5.4,10%
11649,18+,5.8,86%
11650,,5.8,60%
11651,,6.8,87%
11652,13+,7.1,44%
11653,18+,4.6,100%
11654,7+,8.0,
11655,,6.0,100%
11656,,6.5,89%
11657,13+,6.2,25%
11658,,7.3,33%
11659,,5.2,75%
11660,,7.1,68%
11661,,5.8,56%
11662,,7.5,88%
11663,,7.3,
11664,,7.8,
11665,18+,6.3,36%
11666,,6.2,81%
11667,18+,5.5,80%
11668,7+,6.8,53%
11669,,6.7,70%
11670,,7.0,85%
11671,,7.3,
11672,,6.6,75%
11673,18+,6.3,50%
11674,,5.3,73%
11675,,7.0,45%
11676,13+,8.1,63%
11677,13+,6.8,40%
11678,18+,6.4,22%
11679,13+,5.6,57%
11680,13+,6.3,50%
11681,,7.5,
11682,7+,6.9,63%
11683,,8.6,
11684,13+,7.9,
11685,,6.4,100%
11686,,7.2,
11687,18+,7.1,
11688,,6.0,83%
11689,13+,5.8,18%
11690,,6.7,92%
11691,,8.0,
11692,18+,6.3,34%
11693,13+,7.0,91%
11694,,7.0,79%
11695,18+,6.4,32%
11696,18+,5.7,57%
11697,7+,7.4,
11698,,7.7,77%
11699,7+,4.9,42%
11700,18+,7.1,56%
11701,18+,6.1,40%
11702,18+,5.9,25%
11703,18+,5.6,64%
11704,13+,6.5,100%
11705,,5.9,75%
11706,18+,5.6,85%
11707,7+,6.8,43%
11708,13+,7.9,92%
11709,18+,5.8,41%
11710,18+,5.6,52%
11711,13+,6.6,17%
11712,13+,6.6,71%
11713,18+,6.1,81%
11714,,7.2,
11715,18+,7.3,
11716,18+,5.8,71%
11717,,7.2,
11718,7+,7.0,79%
11719,18+,6.5,65%
11720,,5.9,70%
11721,,7.4,75%
11722,18+,6.0,91%
11723,18+,5.2,73%
11724,all,7.9,
11725,18+,6.5,55%
11726,18+,7.7,
11727,13+,6.2,17%
11728,18+,6.3,40%
11729,,7.5,
11730,18+,6.6,69%
11731,7+,6.8,70%
11732,,7.0,
11733,,6.2,96%
11734,18+,6.7,70%
11735,16+,5.4,90%
11736,18+,5.8,34%
11737,18+,6.2,57%
11738,,6.0,73%
11739,13+,6.8,69%
11740,18+,6.3,85%
11741,13+,5.9,21%
11742,18+,6.7,20%
11743,7+,6.7,
11744,7+,5.8,67%
11745,,6.1,47%
11746,18+,6.2,38%
11747,13+,5.8,22%
11748,,6.2,
11749,,7.3,
11750,,6.3,88%
11751,13+,5.6,24%
11752,all,6.9,33%
11753,13+,6.6,69%
11754,18+,5.3,80%
11755,16+,7.1,
11756,,6.7,45%
11757,18+,6.0,38%
11758,all,6.5,46%
11759,,5.8,81%
11760,18+,6.4,48%
11761,,7.1,60%
11762,18+,6.5,21%
11763,,6.5,82%
11764,,6.6,56%
11765,18+,5.7,80%
11766,7+,5.9,19%
11767,18+,7.1,69%
11768,7+,7.8,
11769,,7.9,
11770,,4.1,100%
11771,16+,3.3,78%
11772,18+,6.6,45%
11773,,6.1,83%
11774,18+,6.7,32%
11775,7+,7.8,
11776,18+,5.9,50%
11777,,4.7,75%
11778,all,6.1,20%
11779,18+,5.5,94%
11780,,8.6,
11781,18+,6.4,45%
11782,,6.5,60%
11783,18+,5.8,16%
11784,all,6.3,60%
11785,,6.6,71%
11786,,6.1,85%
11787,13+,5.5,80%
11788,,7.6,90%
11789,,7.5,86%
11790,18+,6.1,33%
11791,,8.3,73%
11792,18+,5.8,57%
11793,13+,6.5,74%
11794,13+,6.5,75%
11795,7+,7.4,
11796,,6.3,75%
11797,,7.5,
11798,,6.7,67%
11799,13+,6.4,33%
11800,,7.0,100%
11801,13+,5.6,60%
11802,18+,7.6,
11803,18+,5.7,64%
11804,,7.4,
11805,,7.4,
11806,18+,5.8,20%
11807,,5.6,52%
11808,,6.8,60%
11809,all,6.2,85%
11810,,7.0,40%
11811,,7.1,
11812,18+,5.9,60%
11813,18+,6.2,47%
11814,,6.3,80%
11815,,7.3,80%
11816,,5.9,77%
11817,18+,8.4,
11818,18+,5.8,85%
11819,7+,5.5,45%
11820,,7.0,20%
11821,all,5.8,36%
11822,18+,6.1,25%
11823,13+,6.4,38%
11824,18+,7.6,
11825,13+,5.6,12%
11826,18+,6.8,54%
11827,,6.7,67%
11828,7+,5.9,44%
11829,7+,7.5,
11830,18+,6.4,47%
11831,,7.8,
11832,18+,6.5,64%
11833,,7.1,
11834,,6.0,90%
11835,all,7.8,
11836,18+,5.8,21%
11837,18+,6.7,45%
11838,18+,5.9,79%
11839,13+,6.8,71%
11840,,6.1,92%
11841,,5.4,70%
11842,18+,5.6,50%
11843,,6.5,80%
11844,18+,6.2,18%
11845,13+,7.0,
11846,18+,5.8,67%
11847,13+,6.6,
11848,7+,7.5,
11849,,4.7,71%
11850,,6.6,68%
11851,18+,6.3,37%
11852,all,5.1,
11853,7+,6.8,57%
11854,7+,6.5,36%
11855,18+,6.9,72%
11856,7+,6.1,78%
11857,13+,5.9,10%
11858,18+,7.4,
11859,7+,7.2,
11860,,7.6,88%
11861,18+,5.6,33%
11862,16+,7.4,
11863,,7.7,
11864,7+,6.2,62%
11865,,7.1,58%
11866,18+,5.6,25%
11867,7+,6.3,73%
11868,,7.6,
11869,,5.8,80%
11870,all,6.7,22%
11871,,7.4,
11872,16+,7.2,71%
11873,18+,6.0,46%
11874,,7.5,
11875,all,7.1,57%
11876,,6.6,77%
11877,,5.7,100%
11878,,7.3,81%
11879,7+,6.7,64%
11880,7+,5.9,38%
11881,18+,5.7,
11882,13+,7.5,
11883,,6.8,86%
11884,,7.6,
11885,,5.6,77%
11886,13+,7.2,
11887,18+,5.8,47%
11888,,7.8,86%
11889,,7.1,60%
11890,all,7.1,
11891,18+,6.4,50%
11892,,7.1,
11893,7+,7.0,
11894,,6.4,86%
11895,,6.4,17%
11896,,6.6,78%
11897,13+,6.7,96%
11898,,,83%
11899,,4.3,89%
11900,18+,7.4,
11901,,5.9,75%
11902,,6.7,50%
11903,18+,7.1,
11904,18+,7.3,
11905,7+,6.9,77%
11906,18+,6.7,
11907,,7.3,83%
11908,,7.5,
11909,,7.6,
11910,,3.8,83%
11911,18+,6.6,51%
11912,18+,8.0,
11913,18+,5.3,56%
11914,,7.0,
11915,18+,5.9,60%
11916,,7.7,
11917,,6.9,81%
11918,,5.2,71%
11919,,5.0,75%
11920,13+,6.3,4%
11921,7+,7.1,
11922,18+,7.4,
11923,18+,5.5,55%
11924,18+,6.7,75%
11925,18+,5.7,60%
11926,7+,7.6,
11927,13+,5.3,50%
11928,,4.4,60%
11929,,6.5,68%
11930,,4.9,57%
11931,18+,6.8,65%
11932,13+,6.5,50%
11933,,6.8,90%
11934,18+,8.2,
11935,18+,5.7,43%
11936,7+,6.0,57%
11937,,6.9,
11938,13+,6.8,53%
11939,,7.5,
11940,13+,5.1,37%
11941,,6.9,74%
11942,,7.1,
11943,,6.9,
11944,18+,5.3,73%
11945,,6.7,
11946,18+,6.4,63%
11947,,5.8,85%
11948,,6.2,62%
11949,13+,6.4,80%
11950,18+,5.7,67%
11951,all,7.7,
11952,18+,7.6,
11953,,5.1,49%
11954,,5.9,80%
11955,18+,5.6,78%
11956,7+,5.1,83%
11957,,6.2,44%
11958,18+,6.0,41%
11959,18+,5.6,29%
11960,13+,7.2,88%
11961,,8.1,
11962,18+,5.2,38%
11963,18+,6.0,17%
11964,,5.5,33%
11965,,5.1,69%
11966,,6.8,81%
11967,18+,5.9,70%
11968,18+,6.0,78%
11969,,8.1,
11970,18+,6.3,29%
11971,18+,7.3,
11972,18+,6.1,42%
11973,7+,7.2,
11974,,6.4,60%
11975,,6.9,71%
11976,,7.2,
11977,all,6.9,
11978,,7.6,42%
11979,18+,4.9,75%
11980,7+,6.0,14%
11981,16+,7.3,
11982,,7.1,
11983,,5.9,80%
11984,18+,6.1,41%
11985,13+,7.6,
11986,18+,6.4,54%
11987,18+,5.2,60%
11988,18+,5.5,40%
11989,,5.8,68%
11990,7+,5.1,29%
11991,13+,6.0,58%
11992,18+,5.5,34%
11993,7+,6.2,95%
11994,,7.2,
11995,,5.7,63%
11996,18+,6.0,67%
11997,,7.4,
11998,,7.3,71%
11999,16+,7.2,
12000,7+,6.9,73%
12001,,6.9,89%
12002,,6.3,64%
12003,18+,5.2,14%
12004,18+,6.2,43%
12005,,5.3,75%
12006,,7.2,
12007,,7.5,77%
12008,,6.6,80%
12009,18+,5.1,33%
12010,,6.4,63%
12011,,6.7,14%
12012,,7.4,
12013,18+,5.7,60%
12014,,7.3,60%
12015,18+,5.6,10%
12016,,7.7,
12017,,6.5,89%
12018,,8.5,
12019,,7.1,
12020,18+,5.5,73%
12021,18+,6.0,60%
12022,,8.3,
12023,7+,7.5,
12024,18+,6.7,
12025,,7.3,40%
12026,,6.6,77%
12027,18+,6.6,65%
12028,,6.7,70%
12029,18+,6.2,17%
12030,18+,5.8,41%
12031,,6.6,67%
12032,18+,6.1,50%
12033,,7.7,
12034,,6.3,84%
12035,18+,6.0,25%
12036,,8.9,
12037,,6.4,71%
12038,,6.3,67%
12039,18+,7.4,
12040,18+,6.4,60%
12041,,7.0,
12042,,7.4,52%
12043,,6.8,45%
12044,13+,6.1,
12045,,6.8,67%
12046,,7.0,100%
12047,,6.8,78%
12048,13+,7.3,
12049,,6.1,83%
12050,all,7.1,
12051,7+,6.6,70%
12052,,8.4,
12053,,7.5,
12054,,6.3,67%
12055,18+,5.3,40%
12056,13+,5.6,24%
12057,18+,5.9,36%
12058,18+,6.4,40%
12059,13+,5.5,20%
12060,13+,6.4,22%
12061,13+,6.2,64%
12062,,4.4,67%
12063,,5.6,77%
12064,all,8.7,60%
12065,18+,5.3,34%
12066,,6.7,86%
12067,,8.4,
12068,all,8.4,
12069,13+,5.9,38%
12070,18+,5.7,45%
12071,,4.9,73%
12072,,5.9,90%
12073,,8.6,
12074,18+,6.8,83%
12075,18+,5.8,51%
12076,,7.7,
12077,18+,6.0,42%
12078,18+,7.8,
12079,,6.1,84%
12080,,6.7,88%
12081,,5.8,50%
12082,,7.1,57%
12083,,6.3,62%
12084,,6.6,17%
12085,all,7.3,
12086,7+,6.5,
12087,,5.4,50%
12088,,7.4,
12089,13+,6.2,64%
12090,13+,7.0,
12091,,6.4,89%
12092,,6.3,88%
12093,,6.4,92%
12094,18+,6.4,
12095,,7.2,
12096,18+,5.8,17%
12097,18+,8.2,
12098,,7.0,62%
12099,18+,6.5,75%
12100,,5.7,82%
12101,18+,6.7,
12102,18+,6.2,40%
12103,13+,6.8,
12104,all,7.8,
12105,18+,6.1,30%
12106,,8.1,
12107,18+,5.9,60%
12108,18+,5.7,50%
12109,all,5.7,44%
12110,18+,5.7,15%
12111,13+,6.8,
12112,,6.6,
12113,,7.6,50%
12114,,7.7,
12115,,6.9,
12116,18+,6.3,25%
12117,18+,5.7,42%
12118,,6.9,20%
12119,,3.6,100%
12120,,6.2,77%
12121,,4.7,91%
12122,18+,6.5,
12123,,6.7,
12124,18+,6.1,22%
12125,,5.8,84%
12126,,6.0,
12127,13+,7.0,60%
12128,7+,8.1,
12129,,7.0,
12130,18+,6.6,17%
12131,7+,5.3,43%
12132,16+,6.0,79%
12133,,7.5,71%
12134,7+,5.4,40%
12135,,6.0,61%
12136,,6.9,
12137,18+,6.1,60%
12138,,7.3,
12139,,6.3,64%
12140,18+,6.0,25%
12141,,6.9,50%
12142,18+,6.3,61%
12143,,7.9,91%
12144,,8.1,
12145,,7.6,
12146,13+,4.5,16%
12147,7+,7.5,
12148,18+,6.6,7%
12149,,5.6,81%
12150,18+,6.8,
12151,16+,6.8,74%
12152,7+,6.1,57%
12153,13+,6.1,53%
12154,18+,5.6,29%
12155,,6.6,60%
12156,,6.6,
12157,18+,5.0,57%
12158,,6.8,84%
12159,13+,5.3,67%
12160,,7.0,
12161,18+,5.5,62%
12162,,7.0,47%
12163,18+,6.2,49%
12164,,6.8,
12165,18+,6.5,56%
12166,18+,4.1,86%
12167,7+,6.4,69%
12168,,6.3,56%
12169,18+,5.5,40%
12170,,5.8,83%
12171,13+,5.0,19%
12172,,5.7,74%
12173,18+,5.9,35%
12174,18+,5.5,44%
12175,,6.2,60%
12176,,6.1,
12177,18+,6.9,
12178,,9.3,
12179,,6.4,
12180,,7.4,
12181,18+,5.9,29%
12182,7+,6.8,
12183,18+,5.8,19%
12184,,7.5,83%
12185,18+,6.9,35%
12186,,7.0,20%
12187,16+,7.3,
12188,,5.8,83%
12189,7+,4.6,27%
12190,,6.7,
12191,,5.3,71%
12192,,6.0,90%
12193,,5.8,57%
12194,18+,5.9,43%
12195,,6.8,
12196,,5.2,89%
12197,7+,6.7,
12198,,5.9,56%
12199,all,6.8,67%
12200,18+,6.1,44%
12201,,7.4,60%
12202,,6.4,80%
12203,18+,6.4,45%
12204,,6.7,
12205,18+,6.2,
12206,,7.0,75%
12207,,5.5,63%
12208,18+,6.0,
12209,13+,6.6,68%
12210,,6.7,
12211,all,7.1,
12212,13+,8.2,
12213,18+,6.7,92%
12214,7+,7.4,
12215,,6.3,61%
12216,13+,5.8,
12217,,5.3,63%
12218,18+,6.1,
12219,13+,5.9,
12220,18+,5.0,60%
12221,7+,5.8,80%
12222,,6.5,83%
12223,,4.5,45%
12224,18+,5.5,20%
12225,,4.6,62%
12226,,6.4,100%
12227,,7.2,
12228,18+,5.3,64%
12229,,7.4,
12230,18+,6.3,25%
12231,,6.4,71%
12232,16+,4.0,61%
12233,,7.2,88%
12234,,8.1,
12235,18+,6.0,50%
12236,,5.7,40%
12237,,5.5,33%
12238,,5.7,20%
12239,13+,6.5,22%
12240,7+,5.5,42%
12241,,6.5,67%
12242,,7.6,
12243,,7.3,57%
12244,18+,6.3,35%
12245,18+,5.8,13%
12246,13+,6.6,
12247,18+,6.1,43%
12248,all,5.9,47%
12249,18+,5.9,44%
12250,,7.1,
12251,,6.7,38%
12252,18+,5.3,33%
12253,,6.6,
12254,,7.1,
12255,16+,5.7,88%
12256,,7.0,
12257,,6.3,83%
12258,,6.1,18%
12259,,7.0,
12260,,8.1,
12261,13+,7.2,70%
12262,,7.4,
12263,18+,5.8,45%
12264,18+,6.1,51%
12265,,6.9,
12266,,8.7,
12267,18+,5.6,73%
12268,13+,4.5,4%
12269,,6.8,75%
12270,,6.0,73%
12271,18+,5.9,67%
12272,,6.7,79%
12273,18+,7.1,
12274,,6.1,72%
12275,18+,6.2,
12276,all,8.5,
12277,,5.3,75%
12278,18+,7.0,57%
12279,,6.5,100%
12280,,7.7,
12281,all,6.5,80%
12282,7+,5.2,38%
12283,18+,4.4,27%
12284,,6.5,91%
12285,18+,7.9,
12286,13+,5.8,33%
12287,,6.9,
12288,,6.6,83%
12289,,6.3,57%
12290,,4.7,58%
12291,13+,5.0,6%
12292,,5.8,62%
12293,13+,6.5,
12294,,6.9,
12295,all,7.5,
12296,7+,6.3,
12297,7+,6.9,18%
12298,,6.8,56%
12299,7+,6.7,
12300,all,6.6,
12301,18+,5.3,14%
12302,18+,5.1,20%
12303,13+,6.8,
12304,18+,4.1,60%
12305,18+,7.1,
12306,,5.6,78%
12307,13+,7.7,90%
12308,,5.6,75%
12309,13+,7.0,
12310,18+,6.0,36%
12311,7+,6.6,24%
12312,,6.3,75%
12313,7+,6.8,
12314,,7.2,
12315,18+,6.5,83%
12316,18+,6.3,19%
12317,18+,5.6,77%
12318,18+,6.1,31%
12319,18+,5.4,10%
12320,,5.5,67%
12321,,7.1,
12322,18+,7.4,
12323,13+,5.2,42%
12324,,6.4,64%
12325,,6.5,
12326,,6.8,
12327,,6.2,78%
12328,,5.9,
12329,7+,5.5,88%
12330,,7.2,
12331,,6.6,63%
12332,18+,6.0,44%
12333,,8.3,
12334,7+,6.3,
12335,all,8.0,
12336,16+,5.8,
12337,,7.2,
12338,18+,4.5,57%
12339,,7.6,
12340,,6.1,
12341,18+,6.0,64%
12342,,6.5,
12343,,8.0,
12344,,7.3,
12345,13+,6.4,27%
12346,,6.8,
12347,,7.6,
12348,,5.2,68%
12349,18+,6.6,
12350,13+,6.1,20%
12351,,7.1,
12352,7+,7.0,83%
12353,13+,6.3,50%
12354,,6.6,60%
