Title_id,Age,IMDb,Rotten_tomatoes
4080,all,8.6,
4081,18+,7.0,
4082,7+,6.5,
4083,16+,7.5,
4084,,7.8,
4085,,8.7,
4086,all,7.9,
4087,,7.6,
4088,7+,8.1,
4089,all,7.0,
4090,,8.1,
4091,7+,7.0,
4092,,8.0,
4093,all,6.6,
4094,,7.5,
4095,,7.3,
4096,,6.6,
4097,7+,7.0,
4098,,8.6,
4099,7+,7.1,
4100,16+,5.9,
4101,,7.5,
4102,,7.7,
4103,all,7.0,
4104,all,7.4,
4105,all,8.1,
4106,18+,7.3,80%
4107,16+,8.1,
4108,,7.3,
4109,all,6.7,
4110,,7.9,
4111,16+,5.3,
4112,7+,7.9,
4113,all,8.5,
4114,16+,7.5,47%
4115,18+,7.7,
4116,7+,5.3,
4117,,7.0,
4118,,7.4,
4119,all,6.7,
4120,all,6.7,
4121,7+,5.4,
4122,,7.1,
4123,,7.8,
4124,,6.1,
4125,all,7.5,
4126,7+,7.3,
4127,,7.9,
4128,18+,7.3,
4129,all,9.3,
4130,,6.5,
4131,,8.5,
4132,,6.6,
4133,,8.9,
4134,,6.7,
4135,16+,6.8,
4136,18+,7.6,
4137,,6.9,
4138,7+,7.0,50%
4139,,4.5,
4140,7+,7.7,
4141,all,5.2,
4142,7+,4.2,
4143,16+,6.6,
4144,18+,7.2,37%
4145,all,7.8,
4146,7+,7.9,
4147,,7.7,
4148,,6.6,
4149,16+,7.9,
4150,,7.6,
4151,,5.6,
4152,,7.4,
4153,,6.1,
4154,,5.0,
4155,16+,7.0,
4156,,5.4,
4157,18+,7.0,
4158,all,7.0,
4159,,7.7,
4160,,6.0,20%
4161,16+,6.3,
4162,7+,7.9,
4163,7+,7.4,
4164,7+,6.8,
4165,7+,,
4166,,4.7,
4167,,7.7,
4168,,8.9,
4169,,8.1,
4170,,7.9,
4171,18+,5.4,
4172,,7.2,
4173,,5.7,
4174,,7.6,
4175,,7.7,
4176,all,6.2,
4177,,7.4,
4178,all,7.1,
4179,16+,6.7,
4180,,6.3,
4181,all,6.7,
4182,7+,7.0,
4183,18+,5.4,
4184,16+,7.0,
4185,,6.4,
4186,all,7.4,
4187,16+,3.8,35%
4188,,7.2,
4189,,7.4,
4190,,7.2,
4191,all,7.4,
4192,16+,7.3,
4193,,8.1,
4194,18+,7.3,
4195,,7.6,
4196,,7.9,
4197,7+,4.8,15%
4198,,6.8,
4199,,5.6,
4200,,7.5,
4201,16+,6.9,
4202,all,8.0,
4203,16+,6.1,
4204,,7.3,
4205,,7.1,
4206,7+,6.9,
4207,,7.3,
4208,16+,5.2,38%
4209,,7.9,
4210,16+,5.5,
4211,,7.7,
4212,,8.1,
4213,,7.3,
4214,7+,5.0,
4215,,7.4,
4216,all,7.6,
4217,,7.7,
4218,,7.9,
4219,all,7.2,
4220,,,
4221,7+,,
4222,,5.6,
4223,18+,7.9,
4224,all,7.7,
4225,,7.8,
4226,16+,6.7,
4227,all,8.2,
4228,all,6.2,
4229,,7.5,
4230,16+,7.4,
4231,18+,8.3,
4232,,7.7,
4233,,6.8,
4234,7+,6.9,
4235,18+,8.3,
4236,,7.1,
4237,,4.8,
4238,all,7.9,
4239,16+,4.4,
4240,16+,7.7,
4241,all,8.6,
4242,all,6.8,
4243,16+,6.4,
4244,,7.8,
4245,16+,3.8,
4246,18+,6.8,
4247,,6.5,
4248,7+,7.6,
4249,,,
4250,,7.8,
4251,all,7.1,
4252,,7.6,
4253,,7.8,
4254,,7.3,
4255,all,6.3,
4256,,6.2,
4257,16+,5.9,
4258,,9.2,
4259,,8.0,
4260,7+,6.8,
4261,,6.8,
4262,,6.2,
4263,all,5.5,
4264,16+,7.8,
4265,,8.1,
4266,,7.5,
4267,all,6.1,
4268,,6.2,
4269,,7.0,
4270,18+,4.3,
4271,,8.4,
4272,,8.1,
4273,,4.9,
4274,,5.6,
4275,,6.0,
4276,all,8.4,
4277,7+,7.9,
4278,16+,6.6,
4279,,7.3,
4280,7+,8.1,
4281,all,8.6,
4282,,6.9,
4283,,7.0,
4284,,7.2,
4285,,7.1,
4286,,7.8,
4287,,5.3,
4288,,7.7,
4289,,7.6,
4290,16+,7.2,
4291,,7.3,
4292,,6.7,
4293,,5.6,
4294,7+,4.7,
4295,,8.7,
4296,,8.3,
4297,,6.9,
4298,16+,3.0,
4299,16+,7.8,
4300,16+,6.4,
4301,,7.8,
4302,,7.2,
4303,,7.1,
4304,18+,6.6,
4305,,6.4,
4306,,7.5,
4307,,8.0,
4308,,7.8,
4309,,7.3,
4310,,3.7,
4311,,6.2,
4312,,6.1,63%
4313,,7.2,
4314,,6.3,
4315,,6.9,
4316,,6.8,
4317,7+,6.6,
4318,18+,5.8,
4319,,6.4,
4320,,8.1,
4321,,7.6,
4322,7+,5.8,
4323,,6.4,
4324,,8.2,
4325,16+,8.5,
4326,7+,8.3,
4327,,7.8,
4328,,7.3,
4329,,8.4,
4330,,5.7,
4331,,6.8,
4332,all,8.5,
4333,7+,6.7,
4334,,4.9,
4335,,7.3,
4336,16+,5.4,
4337,7+,7.8,
4338,7+,7.6,
4339,,8.0,
4340,,8.1,
4341,,7.0,
4342,,7.1,
4343,all,5.5,
4344,,,73%
4345,all,7.6,
4346,,8.2,
4347,all,6.0,
4348,,8.3,
4349,,7.8,
4350,,6.9,
4351,,7.5,
4352,,7.7,
4353,16+,7.4,
4354,7+,6.2,
4355,,,
4356,,7.4,
4357,18+,7.3,
4358,,7.0,
4359,,7.0,
4360,16+,6.2,
4361,all,7.9,
4362,all,5.7,
4363,,6.5,
4364,,6.4,
4365,,5.3,
4366,,8.3,
4367,all,5.7,
4368,,7.7,
4369,,7.0,
4370,all,9.0,
4371,,7.2,
4372,all,7.6,
4373,,7.0,
4374,,8.5,
4375,7+,4.7,
4376,,4.6,
4377,,6.0,
4378,,5.6,
4379,all,5.9,
4380,,6.5,
4381,,,
4382,all,8.8,
4383,all,5.8,
4384,,8.2,
4385,,7.3,
4386,all,7.2,
4387,7+,7.2,
4388,,6.3,
4389,7+,7.0,
4390,,5.3,
4391,,7.3,
4392,,7.0,
4393,,7.1,
4394,7+,6.1,
4395,all,,
4396,,5.4,
4397,,6.5,
4398,all,4.2,
4399,,7.7,
4400,,5.8,
4401,,8.2,
4402,,,50%
4403,18+,7.2,
4404,all,6.4,
4405,,5.0,
4406,,7.2,
4407,,5.1,
4408,16+,4.1,36%
4409,all,8.2,
4410,7+,7.0,
4411,,7.4,
4412,,7.7,
4413,,6.6,
4414,,8.2,
4415,all,7.5,
4416,,,
4417,,7.1,
4418,all,7.5,
4419,,7.4,
4420,,7.4,
4421,,7.7,
4422,,6.8,
4423,all,6.6,44%
4424,,8.0,
4425,,8.3,
4426,,8.2,
4427,,6.2,
4428,,8.4,
4429,all,5.2,
4430,all,6.0,
4431,all,8.8,
4432,,8.2,
4433,all,7.1,
4434,all,6.3,
4435,,6.6,
4436,7+,6.2,
4437,all,5.5,
4438,all,5.9,
4439,,6.2,
4440,all,8.0,
4441,,6.4,
4442,16+,7.2,
4443,,6.4,
4444,all,7.0,
4445,16+,4.4,
4446,,7.4,
4447,,8.0,
4448,all,6.3,
4449,7+,7.4,
4450,,3.8,
4451,7+,3.0,
4452,,,
4453,,,
4454,,7.4,
4455,,,
4456,,5.0,
4457,16+,5.7,
4458,,7.3,
4459,,3.3,
4460,7+,7.1,
4461,,7.4,
4462,,7.0,
4463,,6.5,
4464,,8.3,
4465,all,4.9,
4466,,7.5,
4467,,4.1,
4468,,7.3,
4469,16+,4.0,
4470,all,7.6,
4471,,8.0,
4472,,8.4,
4473,,7.0,
4474,all,7.1,
4475,,6.8,
4476,all,8.4,
4477,,7.1,
4478,all,7.8,
4479,,7.7,
4480,all,5.5,
4481,all,6.5,
4482,,7.8,
4483,16+,5.8,
4484,,6.3,
4485,7+,7.2,
4486,16+,5.8,
4487,all,7.9,
4488,,8.2,
4489,,6.1,
4490,,4.2,
4491,,7.5,
4492,,,
4493,,9.0,
4494,,8.7,
4495,7+,7.7,
4496,,6.4,
4497,,7.1,
4498,,6.6,
4499,,6.2,
4500,,,
4501,,4.0,
4502,7+,7.8,
4503,,6.7,
4504,,7.5,
4505,,8.0,
4506,,8.0,
4507,all,6.8,
4508,,7.0,
4509,,8.7,
4510,,7.2,
4511,,8.7,
4512,all,5.7,
4513,,7.3,
4514,,7.4,
4515,,7.0,
4516,,7.7,
4517,,5.6,
4518,,5.6,
4519,,7.9,
4520,16+,7.4,
4521,all,7.2,
4522,all,5.1,
4523,,8.6,
4524,16+,6.4,
4525,,7.2,
4526,16+,6.9,
4527,,7.8,
4528,16+,7.3,
4529,18+,8.5,
4530,,,
4531,,5.8,
4532,,8.2,
4533,all,4.5,
4534,,,
4535,7+,7.9,
4536,,6.8,
4537,,6.0,
4538,,6.0,
4539,,7.4,
4540,,7.3,
4541,,7.9,
4542,,7.6,
4543,all,,
4544,,7.1,
4545,all,7.4,
4546,,6.0,
4547,,7.7,
4548,,7.2,
4549,,6.7,
4550,,8.5,
4551,,,
4552,,2.3,
4553,all,7.0,
4554,7+,,
4555,all,7.4,
4556,,8.0,
4557,,5.8,
4558,,,
4559,,7.4,
4560,,,
4561,,7.8,
4562,7+,6.5,
4563,,8.0,
4564,,8.8,
4565,,6.6,
4566,all,7.3,
4567,,5.8,
4568,,8.2,
4569,,7.1,
4570,,7.0,
4571,,5.7,
4572,,8.3,
4573,,8.4,
4574,,7.2,
4575,,5.0,
4576,,4.0,
4577,,7.9,
4578,,7.8,
4579,,6.4,
4580,all,8.4,
4581,,6.8,
4582,all,,
4583,,,
4584,,,
4585,all,,
4586,,,
4587,,,
4588,,6.1,
4589,,7.3,
4590,,7.5,
4591,,6.2,
4592,,7.7,
4593,,6.0,
4594,all,,
4595,,6.6,
4596,,8.2,
4597,,,
4598,,7.5,
4599,,7.9,
4600,,5.6,
4601,,7.5,
4602,,5.6,
4603,,6.3,
4604,,4.5,
4605,all,7.0,
4606,,6.4,
4607,,7.1,
4608,,7.4,
4609,,7.7,
4610,16+,5.4,
4611,16+,7.9,
4612,,6.4,
4613,,7.4,
4614,,5.1,
4615,,,
4616,,,50%
4617,,7.0,
4618,,3.8,
4619,,6.0,
4620,,5.4,
4621,,6.4,
4622,,5.9,
4623,,5.8,
4624,,8.2,
4625,,7.4,
4626,,5.7,
4627,,5.0,
4628,all,5.7,
4629,,5.3,
4630,,6.8,
4631,,,
4632,,6.8,
4633,,8.2,
4634,,8.0,
4635,,4.2,
4636,,5.2,
4637,,5.6,
4638,,6.6,
4639,,6.6,
4640,,6.9,
4641,,3.6,
4642,,,
4643,,6.3,
4644,,6.9,
4645,,4.4,
4646,,5.8,
4647,all,7.3,
4648,,4.9,
4649,all,6.5,
4650,,7.0,
4651,,5.8,
4652,,5.5,
4653,,,
4654,,2.8,
4655,all,7.8,
4656,,,
4657,,,
4658,,,
4659,,,
4660,,7.8,
4661,all,6.8,
4662,,7.6,
4663,,7.1,
4664,,6.5,
4665,,,
4666,,,
4667,,5.3,
4668,,6.8,
4669,,5.2,
4670,,6.8,
4671,,,
4672,,5.2,
4673,,6.9,
4674,,6.6,
4675,,,
4676,,7.5,
4677,,5.9,
4678,,6.8,
4679,,8.3,
4680,,,
4681,,5.3,
4682,7+,6.2,
4683,,5.2,
4684,,6.7,
4685,,6.8,
4686,,,
4687,,7.4,
4688,,,
4689,,,
4690,,6.8,
4691,,6.1,
4692,,5.1,
4693,,,
4694,,5.0,
4695,,,
4696,,5.6,
4697,,6.8,
4698,,3.0,
4699,,6.1,
4700,,,
4701,,4.0,
4702,,,
4703,,,
4704,,8.4,
4705,,,
4706,,,
4707,,,
4708,,3.8,
4709,,,
4710,,,
4711,,,
4712,all,,
4713,,,
4714,,,
4715,,,
4716,,5.1,
4717,,,
4718,,,
4719,,,
4720,,,
4721,,5.9,
4722,,7.4,
4723,,,
4724,,,
4725,,,
4726,,,
4727,,,
4728,,,
4729,,7.2,
4730,,2.9,
4731,,,
4732,,,
4733,,,
4734,,5.1,
4735,,5.0,
4736,,,
4737,,,
4738,,,
4739,,,
4740,,,
4741,,,
4742,,,
4743,,,
4744,,,
4745,,,
4746,,,
4747,,,
4748,,,
4749,,,
4750,,,
4751,,,
4752,,,
4753,7+,,
4754,,,
4755,,,
4756,,,
4757,,,
4758,,,
4759,,,
4760,,,
4761,,,
4762,,,
4763,,,
4764,,,
4765,,,
4766,,,
4767,,,
4768,7+,,
4769,,,
4770,,,
4771,,,
4772,,,
4773,,,
4774,,,
4775,,,
4776,,,
4777,,,
4778,,,
4779,,,
4780,,,
4781,,,
4782,,,
4783,,,
4784,,,
4785,,,
4786,,,
4787,,,
4788,,,
4789,,,
4790,,,
4791,,,
4792,,,
4793,,,
4794,,,
4795,,,
4796,,,
4797,,,
4798,,,
4799,,,
4800,,,
4801,,,
4802,,,
4803,,,
4804,,,
4805,,,
4806,,,
4807,,,
4808,,,
4809,,,
4810,,,
4811,,,
4812,,,
4813,,,
4814,,,
4815,,,
4816,,,
4817,,,
4818,,,
4819,,,
4820,,,
4821,,,
4822,,,
4823,,,
4824,,,
4825,,,
4826,,,
4827,,,
4828,,,
4829,,,
4830,,,
4831,,,
4832,,,
4833,,,
4834,,,
4835,,,
4836,,,
4837,,,
4838,,,
4839,,,
4840,,,
4841,,,
4842,,,
4843,,,
4844,,,
4845,,,
4846,,,
4847,,,
4848,,,
4849,,,
4850,,,
4851,,,
4852,,,
4853,,,
4854,,,
4855,,,
4856,,,
4857,,,
4858,,,
4859,,,
4860,,,
4861,,,
4862,,,
4863,,,
4864,,,
4865,,,
4866,,,
4867,,,
4868,,,
4869,,,
4870,,,
4871,,,
4872,,,
4873,,,
4874,,,
4875,,,
4876,,,
4877,,,
4878,all,,
4879,,,
4880,,,
4881,,,
4882,,,
4883,,,
4884,,,
4885,,,
4886,,,
4887,,,
4888,,,
4889,,,
4890,,,
4891,,,
4892,,,
4893,,,
4894,,,
4895,,,
4896,,,
4897,,,
4898,,,
4899,,,
4900,,,
4901,,,
4902,,,
4903,,,
4904,,,
4905,,,
4906,,,
4907,,,
4908,,,
4909,,,
4910,,,
4911,,,
4912,,,
4913,,,
4914,,,
4915,,,
4916,,,
4917,,,
4918,,,
4919,,,
4920,,,
4921,,,
4922,,,
4923,,,
4924,,,
4925,,,
4926,,,
4927,,,
4928,,,
4929,,,
4930,,,
4931,,,
4932,,,
4933,,,
4934,,,
4935,,,
4936,,,
4937,,,
4938,,,
4939,,,
4940,,,
4941,,,
4942,,,
4943,,,
4944,,,
4945,,,
4946,,,
4947,,,
4948,,,
4949,,,
4950,,,
4951,,,
4952,,,
4953,,,
4954,,,
4955,,,
4956,,,
4957,,,
4958,,,
4959,,,
4960,,,
4961,,,
4962,,,
4963,,,
4964,,,
4965,,,
4966,,,
4967,,,
4968,,,
4969,,,
4970,,,
4971,,,
4972,,,
4973,,,
4974,,,
4975,,,
4976,,,
4977,,,
4978,,,
4979,,,
4980,,,
4981,,,
4982,,,
4983,,,
4984,,,
4985,,,
4986,,,
4987,,,
4988,,,
4989,,,
4990,,,
4991,,,
4992,,,
4993,,,
4994,,,
4995,,,
4996,,,
4997,,,
4998,,,
4999,,,
5000,,,
5001,,,
5002,,,
5003,,,
5004,,,
5005,,,
5006,,,
5007,,,
5008,,,
5009,,,
5010,,,
5011,,,
5012,,,
5013,,,
5014,,,
5015,,,
5016,,,
5017,,,
5018,,,
5019,,,
5020,,,
5021,,,
5022,,,
5023,,,
5024,,,
5025,,,
5026,,,
5027,,,
5028,,,
5029,,,
5030,,,
5031,,,
5032,,,
5033,,,
5034,,,
5035,,,
5036,,,
5037,,,
5038,,,
5039,,,
5040,,,
5041,,,
5042,,,
5043,,,
5044,,,
5045,,,
5046,,,
5047,,,
5048,,,
5049,,,
5050,,,
5051,,,
5052,,,
5053,,,
5054,,,
5055,,,
5056,,,
5057,,,
5058,,,
5059,,,
5060,,,
5061,,,
5062,,,
5063,,,
5064,,,
5065,,,
5066,,,
5067,,,
5068,,,
5069,,,
5070,,,
5071,,,
5072,,,
5073,,,
5074,,,
5075,,,
5076,,,
5077,,,
5078,,,
5079,,,
5080,,,
5081,,,
5082,,,
5083,,,
5084,,,
5085,,,
5086,,,
5087,,,
5088,,,
5089,,,
5090,,,
5091,,,
5092,,,
5093,,,
5094,,,
5095,,,
5096,,,
5097,,,
5098,,,
5099,,,
5100,,,
5101,,,
5102,,,
5103,,,
5104,,,
5105,,,
5106,,,
5107,,,
5108,,,
5109,,,
5110,,,
5111,,,
5112,,,
5113,,,
5114,,,
5115,,,
5116,,,
5117,,,
5118,,,
5119,,,
5120,,,
5121,,,
5122,,,
5123,,,
5124,,,
5125,,,
5126,,,
5127,,,
5128,,,
5129,,,
5130,,,
5131,,,
5132,,,
5133,,,
5134,,,
5135,,,
5136,,,
5137,,,
5138,,,
5139,,,
5140,,,
5141,,,
5142,,,
5143,,,
5144,,,
5145,,,
5146,,,
5147,,,
5148,,,
5149,,,
5150,,,
5151,,,
5152,,,
5153,,,
5154,,,
5155,,,
5156,,,
5157,,,
5158,,,
5159,,,
5160,,,
5161,,,
5162,,,
5163,,,
5164,,,
5165,,,
5166,,,
5167,,,
5168,,,
5169,,,
5170,,,
5171,,,
5172,,,
5173,,,
5174,,,
5175,,,
5176,,,
5177,,,
5178,,,
5179,,,
5180,,,
5181,,,
5182,,,
5183,,,
5184,,,
5185,,,
5186,,,
5187,,,
5188,,,
5189,,,
5190,,,
5191,,,
5192,,,
5193,,,
5194,,,
5195,,,
5196,,,
5197,,,
5198,,,
5199,,,
5200,,,
5201,,,
5202,,,
5203,,,
5204,,,
5205,,,
5206,,,
5207,,,
5208,,,
5209,,,
5210,,,
5211,,,
5212,,,
5213,,,
5214,,,
5215,,,
5216,,,
5217,,,
5218,,,
5219,,,
5220,,,
5221,,,
5222,,,
5223,,,
5224,,,
5225,,,
5226,,,
5227,,,
5228,,,
5229,,,
5230,,,
5231,,,
5232,,,
5233,,,
5234,,,
5235,,,
5236,,,
5237,,,
5238,,,
5239,,,
5240,,,
5241,,,
5242,,,
5243,,,
5244,,,
5245,,,
5246,,,
5247,,,
5248,,,
5249,,,
5250,,,
5251,,,
5252,,,
5253,,,
5254,,,
5255,,,
5256,,,
5257,,,
5258,,,
5259,,,
5260,,,
5261,,,
5262,,,
5263,,,
5264,,,
5265,,,
5266,,,
5267,,,
5268,,,
5269,,,
5270,,,
5271,,,
5272,,,
5273,,,
5274,,,
5275,,,
5276,,,
5277,,,
5278,,,
5279,,,
5280,,,
5281,,,
5282,,,
5283,,,
5284,,,
5285,,,
5286,,,
5287,,,
5288,,,
5289,,,
5290,,,
5291,,,
5292,,,
5293,,,
5294,,,
5295,,,
5296,,,
5297,,,
5298,,,
5299,,,
5300,,,
5301,,,
5302,,,
5303,,,
5304,,,
5305,,,
5306,,,
5307,,,
5308,,,
5309,,,
5310,,,
5311,,,
5312,,,
5313,,,
5314,,,
5315,,,
5316,,,
5317,,,
5318,,,
5319,,,
5320,,,
5321,,,
5322,,,
5323,,,
5324,,,
5325,,,
5326,,,
5327,,,
5328,,,
5329,,,
5330,,,
5331,,,
5332,,,
5333,,,
5334,,,
5335,,,
5336,,,
5337,,,
5338,,,
5339,,,
5340,,,
5341,,,
5342,,,
5343,,,
5344,,,
5345,,,
5346,,,
5347,,,
5348,,,
5349,,,
5350,,,
5351,,,
5352,,,
5353,,,
5354,,,
5355,,,
5356,,,
5357,,,
5358,,,
5359,,,
5360,,,
5361,,,
5362,,,
5363,,,
5364,,,
5365,,,
5366,,,
5367,,,
5368,,,
5369,,,
5370,,,
5371,,,
5372,,,
5373,,,
5374,,,
5375,,,
5376,,,
5377,,,
5378,,,
5379,,,
5380,,,
5381,,,
5382,,,
5383,,,
5384,,,
5385,,,
5386,,,
5387,,,
5388,,,
5389,,,
5390,,,
5391,,,
5392,,,
5393,,,
5394,,,
5395,,,
5396,,,
5397,,,
5398,,,
5399,,,
5400,,,
5401,,,
5402,,,
5403,,,
5404,,,
5405,,,
5406,,,
5407,,,
5408,,,
5409,,,
5410,,,
5411,,,
5412,,,
5413,,,
5414,,,
5415,,,
5416,,,
5417,,,
5418,,,
5419,,,
5420,,,
5421,,,
5422,,,
5423,,,
5424,,,
5425,,,
5426,,,
5427,,,
5428,,,
5429,,,
5430,,,
5431,,,
5432,,,
5433,,,
5434,,,
5435,,,
5436,,,
5437,,,
5438,,,
5439,,,
5440,,,
5441,,,
5442,,,
5443,,,
5444,,,
5445,,,
5446,,,
5447,,,
5448,,,
5449,,,
5450,,,
5451,,,
5452,,,
5453,,,
5454,,,
5455,,,
5456,7+,8.7,93%
5457,7+,8.2,93%
5458,7+,7.9,86%
5459,7+,8.0,100%
5460,7+,8.2,100%
5461,7+,8.4,85%
5462,all,8.8,83%
5463,all,8.3,
5464,7+,7.3,79%
5465,all,8.1,
5466,7+,9.1,100%
5467,all,7.9,
5468,7+,8.1,
5469,all,6.8,
5470,all,6.6,100%
5471,7+,7.2,
5472,7+,7.8,
5473,7+,8.0,67%
5474,all,6.5,
5475,7+,8.3,
5476,7+,7.9,82%
5477,7+,8.1,
5478,all,7.6,
5479,all,6.5,
5480,all,7.2,
5481,7+,7.6,
5482,7+,7.1,
5483,7+,8.5,
5484,7+,8.2,
5485,all,6.3,
5486,all,7.6,
5487,,8.0,83%
5488,7+,7.4,64%
5489,all,7.5,
5490,all,7.6,
5491,all,5.7,
5492,all,5.0,
5493,all,6.3,
5494,all,5.2,
5495,7+,7.0,
5496,,6.8,
5497,all,7.6,
5498,all,5.9,
5499,7+,4.9,92%
5500,7+,8.6,
5501,all,7.2,
5502,all,6.1,
5503,all,7.6,
5504,all,8.0,
5505,all,6.2,
5506,all,7.4,
5507,7+,5.0,11%
5508,7+,6.1,
5509,7+,8.5,
5510,7+,5.5,100%
5511,all,7.1,
5512,all,7.5,
5513,all,4.8,
5514,7+,7.4,
5515,all,6.8,
5516,all,6.6,
5517,16+,6.6,
5518,7+,7.4,68%
5519,7+,6.7,
5520,all,7.0,
5521,all,6.4,
5522,all,6.4,
5523,7+,6.5,50%
5524,7+,7.9,
5525,7+,6.5,
5526,7+,7.9,
5527,7+,7.2,
5528,7+,7.1,
5529,all,6.8,
5530,all,6.1,
5531,7+,6.1,50%
5532,all,7.0,
5533,7+,6.8,
5534,all,7.4,
5535,7+,6.8,
5536,all,6.0,
5537,all,6.6,
5538,all,5.8,
5539,,8.2,
5540,all,5.9,
5541,all,6.8,
5542,7+,6.8,
5543,7+,6.6,
5544,7+,6.5,
5545,7+,7.1,
5546,all,5.8,
5547,all,7.0,
5548,all,7.5,
5549,all,6.8,
5550,all,6.5,
5551,all,8.1,
5552,7+,6.1,
5553,,8.3,
5554,all,4.8,
5555,all,5.6,
5556,,8.1,
5557,7+,6.5,
5558,,4.6,
5559,7+,6.7,
5560,7+,6.4,
5561,all,4.6,
5562,all,6.0,
5563,all,,
5564,7+,7.5,
5565,7+,5.8,
5566,7+,8.2,
5567,all,7.0,
5568,all,5.2,
5569,all,6.2,
5570,7+,5.2,
5571,all,6.5,
5572,,,
5573,,6.0,
5574,,8.2,
5575,all,7.9,
5576,7+,6.1,92%
5577,all,6.9,
5578,all,7.2,
5579,all,8.2,
5580,,6.3,
5581,all,8.1,
5582,16+,7.5,
5583,,6.7,
5584,all,3.5,
5585,7+,5.5,
5586,all,5.7,
5587,,8.2,
5588,all,7.9,
5589,7+,4.6,
5590,7+,6.6,
5591,all,5.4,
5592,all,6.4,
5593,,7.7,
5594,,8.4,
5595,all,6.2,
5596,,6.0,
5597,all,7.1,
5598,,5.9,
5599,7+,4.6,
5600,,7.8,
5601,,8.6,
5602,all,6.6,
5603,,7.2,
5604,,,
5605,,,
5606,,,
5607,,,
5608,,,
5609,,,
5610,,,
5611,,,
5612,13+,8.8,87%
5613,18+,8.7,87%
5614,13+,8.5,84%
5615,7+,8.5,96%
5616,18+,8.8,97%
5617,7+,8.4,97%
5618,18+,8.5,95%
5619,18+,8.4,87%
5620,7+,8.4,95%
5621,18+,8.3,89%
5622,18+,8.3,95%
5623,13+,8.4,100%
5624,18+,8.2,95%
5625,18+,8.1,93%
5626,7+,8.2,97%
5627,13+,8.5,95%
5628,13+,8.2,88%
5629,7+,8.0,96%
5630,18+,8.0,95%
5631,18+,8.0,95%
5632,18+,8.2,91%
5633,13+,7.7,96%
5634,18+,8.0,93%
5635,13+,8.0,86%
5636,18+,8.1,95%
5637,18+,7.7,92%
5638,18+,7.7,92%
5639,18+,7.9,90%
5640,18+,7.9,96%
5641,18+,7.9,90%
5642,18+,8.0,95%
5643,18+,7.8,92%
5644,,7.5,94%
5645,7+,7.6,94%
5646,7+,8.4,88%
5647,7+,8.2,94%
5648,13+,7.6,90%
5649,18+,7.9,88%
5650,7+,8.4,91%
5651,13+,7.8,80%
5652,7+,7.6,81%
5653,18+,7.6,97%
5654,18+,8.0,77%
5655,18+,8.0,85%
5656,7+,7.6,85%
5657,13+,7.7,79%
5658,13+,8.0,67%
5659,13+,8.5,93%
5660,13+,7.5,81%
5661,18+,8.0,83%
5662,18+,7.8,75%
5663,13+,7.9,95%
5664,18+,7.4,98%
5665,7+,7.8,65%
5666,all,7.8,91%
5667,13+,7.8,90%
5668,13+,7.8,71%
5669,,8.2,94%
5670,18+,7.1,94%
5671,7+,7.5,93%
5672,13+,7.1,88%
5673,13+,7.7,85%
5674,7+,7.4,80%
5675,13+,8.2,95%
5676,18+,7.7,81%
5677,13+,7.2,97%
5678,18+,7.4,82%
5679,13+,8.1,98%
5680,18+,7.4,91%
5681,18+,8.1,67%
5682,7+,8.1,99%
5683,18+,7.6,85%
5684,18+,7.5,95%
5685,18+,7.8,68%
5686,18+,7.7,90%
5687,18+,7.7,89%
5688,18+,7.6,92%
5689,13+,7.6,87%
5690,13+,7.4,97%
5691,18+,7.3,94%
5692,13+,7.7,80%
5693,7+,8.1,95%
5694,18+,7.5,85%
5695,18+,7.2,73%
5696,13+,7.6,89%
5697,18+,7.7,66%
5698,18+,7.6,96%
5699,18+,8.2,96%
5700,13+,8.1,88%
5701,,8.1,100%
5702,18+,7.3,97%
5703,all,7.3,89%
5704,18+,7.0,82%
5705,13+,7.3,87%
5706,18+,7.7,96%
5707,13+,7.5,79%
5708,18+,7.9,93%
5709,7+,7.9,99%
5710,7+,7.3,84%
5711,18+,7.3,83%
5712,18+,7.2,96%
5713,13+,7.2,78%
5714,13+,7.8,63%
5715,18+,7.8,95%
5716,7+,7.1,88%
5717,18+,7.4,92%
5718,18+,7.5,96%
5719,7+,7.7,93%
5720,18+,7.1,91%
5721,7+,8.2,89%
5722,,7.2,92%
5723,13+,8.1,76%
5724,18+,6.8,68%
5725,18+,7.2,87%
5726,18+,7.4,87%
5727,7+,8.1,91%
5728,18+,7.0,91%
5729,7+,7.2,81%
5730,18+,7.3,91%
5731,13+,7.0,77%
5732,18+,7.5,95%
5733,7+,7.3,74%
5734,7+,6.8,89%
5735,,8.1,88%
5736,18+,7.2,87%
5737,all,7.1,85%
5738,13+,7.6,100%
5739,18+,7.5,89%
5740,18+,7.6,85%
5741,18+,7.6,55%
5742,18+,7.3,92%
5743,13+,7.8,99%
5744,18+,7.7,94%
5745,all,8.1,86%
5746,18+,7.5,92%
5747,7+,7.4,90%
5748,13+,6.9,70%
5749,18+,7.2,85%
5750,13+,7.1,88%
5751,7+,7.2,71%
5752,18+,7.1,91%
5753,18+,8.4,100%
5754,18+,7.4,99%
5755,18+,7.4,97%
5756,13+,7.0,71%
5757,18+,7.1,96%
5758,18+,7.2,61%
5759,18+,7.4,69%
5760,,8.1,100%
5761,18+,6.6,90%
5762,7+,7.5,81%
5763,all,8.2,83%
5764,18+,7.1,83%
5765,18+,6.9,90%
5766,13+,8.1,86%
